report_date,group,producer,brand,tonnes,thou_rub
2023-07-01,Группа 3,Производитель 19,Бренд 18,842.35,598.25
2023-08-01,Группа 3,Производитель 7,Бренд 11,968.59,612.71
2023-09-01,Группа 3,Производитель 22,Бренд 7,727.31,450.74
2023-10-01,Группа 3,Производитель 17,Бренд 14,565.66,866.4
2023-11-01,Группа 3,Производитель 14,Бренд 10,452.63,753.07
2023-12-01,Группа 3,Производитель 18,Бренд 17,436.37,552.82
2024-01-01,Группа 3,Производитель 22,Бренд 24,195.36,520.35
2024-02-01,Группа 3,Производитель 24,Бренд 8,861.92,314.33
2024-03-01,Группа 3,Производитель 14,Бренд 7,296.52,916.15
2024-04-01,Группа 3,Производитель 4,Бренд 18,645.56,819.62
2024-05-01,Группа 3,Производитель 18,Бренд 10,417.57,661.2
2024-06-01,Группа 3,Производитель 3,Бренд 20,779.83,379.45
2023-01-01,Группа 3,Производитель 14,Бренд 22,540.84,875.87
2023-02-01,Группа 3,Производитель 20,Бренд 22,876.23,908.32
2023-03-01,Группа 3,Производитель 23,Бренд 7,800.3,965.55
2023-04-01,Группа 3,Производитель 7,Бренд 12,612.97,441.06
2023-05-01,Группа 3,Производитель 17,Бренд 4,781.2,570.42
2023-06-01,Группа 3,Производитель 22,Бренд 2,427.14,295.7
2023-07-01,Группа 3,Производитель 10,Бренд 5,387.3,499.15
2023-08-01,Группа 3,Производитель 14,Бренд 2,300.13,857.65
2023-09-01,Группа 3,Производитель 23,Бренд 5,387.8,695.69
2023-10-01,Группа 3,Производитель 15,Бренд 17,951.21,713.04
2023-11-01,Группа 3,Производитель 9,Бренд 6,503.66,797.0
2023-12-01,Группа 3,Производитель 1,Бренд 24,150.8,457.29
2024-01-01,Группа 3,Производитель 1,Бренд 1,408.37,465.25
2024-02-01,Группа 3,Производитель 14,Бренд 1,987.9,147.98
2024-03-01,Группа 3,Производитель 2,Бренд 1,519.91,371.15
2024-04-01,Группа 3,Производитель 21,Бренд 23,640.01,987.61
2024-05-01,Группа 3,Производитель 4,Бренд 17,298.3,756.57
2024-06-01,Группа 3,Производитель 24,Бренд 4,302.69,609.11
2023-01-01,Группа 3,Производитель 18,Бренд 18,811.95,809.75
2023-02-01,Группа 3,Производитель 10,Бренд 5,120.06,324.4
2023-03-01,Группа 3,Производитель 11,Бренд 18,674.06,710.59
2023-04-01,Группа 3,Производитель 5,Бренд 18,972.14,982.32
2023-05-01,Группа 3,Производитель 4,Бренд 12,587.83,644.6
2023-06-01,Группа 3,Производитель 22,Бренд 1,331.38,595.06
2023-07-01,Группа 3,Производитель 1,Бренд 12,698.31,440.42
2023-08-01,Группа 3,Производитель 10,Бренд 6,156.55,971.85
2023-09-01,Группа 3,Производитель 15,Бренд 20,162.65,144.3
2023-10-01,Группа 3,Производитель 11,Бренд 2,566.46,964.94
2023-11-01,Группа 3,Производитель 23,Бренд 16,304.23,996.32
2023-12-01,Группа 3,Производитель 12,Бренд 5,637.33,542.78
2024-01-01,Группа 3,Производитель 17,Бренд 19,118.76,398.72
2024-02-01,Группа 3,Производитель 14,Бренд 22,261.63,262.5
2024-03-01,Группа 3,Производитель 18,Бренд 22,157.26,733.16
2024-04-01,Группа 3,Производитель 2,Бренд 7,772.81,836.05
2024-05-01,Группа 3,Производитель 21,Бренд 14,815.14,724.97
2024-06-01,Группа 3,Производитель 1,Бренд 16,723.34,749.17
2023-01-01,Группа 3,Производитель 6,Бренд 24,778.82,130.14
2023-02-01,Группа 3,Производитель 19,Бренд 14,871.15,287.23
2023-03-01,Группа 3,Производитель 10,Бренд 14,168.97,301.65
2023-04-01,Группа 3,Производитель 16,Бренд 9,950.78,661.44
2023-05-01,Группа 3,Производитель 14,Бренд 21,160.4,466.63
2023-06-01,Группа 3,Производитель 10,Бренд 12,610.2,420.02
2023-07-01,Группа 3,Производитель 18,Бренд 16,751.34,146.35
2023-08-01,Группа 3,Производитель 16,Бренд 19,607.42,548.29
2023-09-01,Группа 3,Производитель 3,Бренд 23,550.72,862.44
2023-10-01,Группа 3,Производитель 18,Бренд 21,154.04,351.91
2023-11-01,Группа 3,Производитель 5,Бренд 15,198.21,896.7
2023-12-01,Группа 3,Производитель 7,Бренд 12,607.32,470.25
2024-01-01,Группа 3,Производитель 24,Бренд 5,801.02,232.76
2024-02-01,Группа 3,Производитель 10,Бренд 17,900.2,686.06
2024-03-01,Группа 3,Производитель 13,Бренд 15,851.59,677.6
2024-04-01,Группа 3,Производитель 6,Бренд 4,871.57,100.49
2024-05-01,Группа 3,Производитель 14,Бренд 6,334.08,461.4
2024-06-01,Группа 3,Производитель 4,Бренд 13,174.36,129.91
2023-01-01,Группа 3,Производитель 2,Бренд 21,428.64,549.09
2023-02-01,Группа 3,Производитель 15,Бренд 16,541.27,746.94
2023-03-01,Группа 3,Производитель 11,Бренд 24,293.64,524.65
2023-04-01,Группа 3,Производитель 18,Бренд 11,316.58,213.96
2023-05-01,Группа 3,Производитель 4,Бренд 20,430.52,742.13
2023-06-01,Группа 3,Производитель 15,Бренд 15,917.22,846.24
2023-07-01,Группа 3,Производитель 2,Бренд 12,619.37,838.93
2023-08-01,Группа 3,Производитель 7,Бренд 7,311.75,303.46
2023-09-01,Группа 3,Производитель 4,Бренд 11,903.03,534.46
2023-10-01,Группа 3,Производитель 16,Бренд 13,405.84,717.95
2023-11-01,Группа 3,Производитель 6,Бренд 21,481.26,306.52
2023-12-01,Группа 3,Производитель 10,Бренд 17,767.73,619.24
2024-01-01,Группа 3,Производитель 9,Бренд 3,878.39,787.82
2024-02-01,Группа 3,Производитель 11,Бренд 19,275.89,376.45
2024-03-01,Группа 3,Производитель 24,Бренд 17,213.36,763.29
2024-04-01,Группа 3,Производитель 1,Бренд 3,760.49,552.49
2024-05-01,Группа 3,Производитель 12,Бренд 6,175.67,423.08
2024-06-01,Группа 3,Производитель 19,Бренд 2,488.67,543.8
2023-01-01,Группа 3,Производитель 14,Бренд 3,497.42,467.89
2023-02-01,Группа 3,Производитель 22,Бренд 22,532.17,792.82
2023-03-01,Группа 3,Производитель 10,Бренд 22,848.1,521.23
2023-04-01,Группа 3,Производитель 7,Бренд 8,688.25,942.89
2023-05-01,Группа 3,Производитель 11,Бренд 4,241.51,987.52
2023-06-01,Группа 3,Производитель 9,Бренд 2,914.52,160.98
2023-07-01,Группа 3,Производитель 5,Бренд 8,712.41,533.64
2023-08-01,Группа 3,Производитель 12,Бренд 12,657.44,584.58
2023-09-01,Группа 3,Производитель 20,Бренд 12,948.64,436.84
2023-10-01,Группа 3,Производитель 10,Бренд 15,482.22,357.55
2023-11-01,Группа 3,Производитель 20,Бренд 6,310.97,891.34
2023-12-01,Группа 3,Производитель 9,Бренд 14,713.87,180.0
2024-01-01,Группа 3,Производитель 21,Бренд 20,356.43,578.8
2024-02-01,Группа 3,Производитель 18,Бренд 16,482.74,956.99
2024-03-01,Группа 3,Производитель 15,Бренд 24,962.87,315.63
2024-04-01,Группа 3,Производитель 16,Бренд 7,221.23,274.65
2024-05-01,Группа 3,Производитель 8,Бренд 1,950.32,561.07
2024-06-01,Группа 3,Производитель 8,Бренд 10,323.4,244.75
2023-01-01,Группа 3,Производитель 11,Бренд 22,539.1,681.49
2023-02-01,Группа 3,Производитель 16,Бренд 15,180.12,253.12
2023-03-01,Группа 3,Производитель 10,Бренд 11,724.85,217.75
2023-04-01,Группа 3,Производитель 17,Бренд 12,496.7,414.01
2023-05-01,Группа 3,Производитель 10,Бренд 16,589.55,162.72
2023-06-01,Группа 3,Производитель 11,Бренд 19,424.52,280.93
2023-07-01,Группа 3,Производитель 18,Бренд 12,271.07,502.11
2023-08-01,Группа 3,Производитель 7,Бренд 4,499.28,308.51
2023-09-01,Группа 3,Производитель 23,Бренд 11,832.37,200.99
2023-10-01,Группа 3,Производитель 21,Бренд 9,771.91,720.8
2023-11-01,Группа 3,Производитель 20,Бренд 11,818.38,575.59
2023-12-01,Группа 3,Производитель 1,Бренд 7,782.52,518.2
2024-01-01,Группа 3,Производитель 4,Бренд 19,215.44,402.83
2024-02-01,Группа 3,Производитель 18,Бренд 5,605.22,349.6
2024-03-01,Группа 3,Производитель 15,Бренд 6,118.24,533.93
2024-04-01,Группа 3,Производитель 20,Бренд 1,808.58,766.19
2024-05-01,Группа 3,Производитель 1,Бренд 24,300.29,914.78
2024-06-01,Группа 3,Производитель 6,Бренд 2,917.8,961.2
2023-01-01,Группа 4,Производитель 8,Бренд 20,776.6,557.74
2023-02-01,Группа 4,Производитель 14,Бренд 5,226.85,973.4
2023-03-01,Группа 4,Производитель 13,Бренд 4,840.69,930.57
2023-04-01,Группа 4,Производитель 24,Бренд 11,547.13,723.97
2023-05-01,Группа 4,Производитель 11,Бренд 1,980.96,782.96
2023-06-01,Группа 4,Производитель 8,Бренд 11,966.91,499.72
2023-07-01,Группа 4,Производитель 17,Бренд 8,617.03,271.78
2023-08-01,Группа 4,Производитель 15,Бренд 15,547.31,842.28
2023-09-01,Группа 4,Производитель 13,Бренд 6,687.39,359.29
2023-10-01,Группа 4,Производитель 10,Бренд 18,606.67,234.43
2023-11-01,Группа 4,Производитель 1,Бренд 3,624.16,517.77
2023-12-01,Группа 4,Производитель 11,Бренд 7,787.13,334.82
2024-01-01,Группа 4,Производитель 14,Бренд 18,705.59,572.54
2024-02-01,Группа 4,Производитель 19,Бренд 5,963.88,929.51
2024-03-01,Группа 4,Производитель 11,Бренд 3,670.86,474.99
2024-04-01,Группа 4,Производитель 14,Бренд 3,129.57,659.44
2024-05-01,Группа 4,Производитель 18,Бренд 8,808.61,367.63
2024-06-01,Группа 4,Производитель 7,Бренд 15,480.12,852.46
2023-01-01,Группа 4,Производитель 9,Бренд 7,881.33,371.74
2023-02-01,Группа 4,Производитель 18,Бренд 16,583.49,485.7
2023-03-01,Группа 4,Производитель 20,Бренд 19,471.86,270.33
2023-04-01,Группа 4,Производитель 14,Бренд 18,838.4,199.17
2023-05-01,Группа 4,Производитель 20,Бренд 23,459.32,560.76
